packageName	permission	purpose	permissionText	purposeText	rate	level
com.outfit7.mytalkingtomfree	RECORD_AUDIO	TARGETED_ADS	can record audio through microphone on the phone	for devlivering targeted advertisement	-0.75	D
com.outfit7.mytalkingtomfree	RECORD_AUDIO	UTILITY	can record audio through microphone on the phone	for creating game audio	0.8	N/A
com.outfit7.mytalkingtomfree	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	to record users' talking to Tom	0.75	N/A
com.outfit7.mytalkingtomfree	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.55	B
com.outfit7.mytalkingtomfree	READ_PHONE_STATE	GAME_ENGINE	can use user's phone ID or phone number	to identify users for delivering targeted advertisement in game	-1.15	D
com.outfit7.talkingtom	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.7368421052631579	C
com.outfit7.talkingtom	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.8	D
com.outfit7.talkingtom	RECORD_AUDIO	TARGETED_ADS	can record audio through microphone on the phone	for devlivering targeted advertisement	-1.1111111111111112	D
com.outfit7.talkingtom	READ_PHONE_STATE	TARGETED_ADS	can use user's phone ID or phone number	to identify users for delivering targeted advertisement	-0.75	D
com.outfit7.talkingtom	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	to record users' talking to Tom	1.2105263157894737	N/A
com.outfit7.talkingtom2free	RECORD_AUDIO	TARGETED_ADS	can record audio through microphone on the phone	for devlivering targeted advertisement	-0.7	C
com.outfit7.talkingtom2free	READ_PHONE_STATE	TARGETED_ADS	can use user's phone ID or phone number	to identify users for delivering targeted advertisement	-0.7	C
com.outfit7.talkingtom2free	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.35	B
com.outfit7.talkingtom2free	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.65	C
com.outfit7.talkingtom2free	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	to record users' talking to Tom	0.95	N/A
com.pandora.android	BLUETOOTH	INTERNAL	can connect to user's Bluetooth devices	to allow users to listen through Bluetooth devices	1.2727272727272727	N/A
com.pandora.android	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.2857142857142857	A
com.picsart.studio	ACCESS_FINE_LOCATION	INTERNAL	can use user's precise location	to allow users to tag locations with photos	0.3	N/A
com.popularapp.periodcalendar	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app	0.85	N/A
com.qihoo.security	CAMERA	INTERNAL	can use camera or flashlight on the phone	to enable flashlight features in the multifunctional notification bar	0.6	N/A
com.qihoo.security	READ_CONTACTS	INTERNAL	can read user's contact list (phone book) and phone call history	to add contacts to whitelist in case marking them as spammers	0.3	N/A
com.qihoo.security	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to collect and submit system crash reports	0.1	N/A
com.roidapp.photogrid	ACCESS_COARSE_LOCATION	INTERNAL	can use user's approximate location	to tag photos with location information	0.3684210526315789	N/A
com.rovio.angrybirds	ACCESS_COARSE_LOCATION	TARGETED_ADS	can use user's approximate location	for delivering location targeted advertisement	-0.8	D
com.rovio.angrybirds	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.75	D
com.rovio.angrybirds	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	for business analytics done by the developer	-0.5789473684210527	C
com.rovio.angrybirdsrio	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.5	B
com.rovio.angrybirdsrio	ACCESS_COARSE_LOCATION	TARGETED_ADS	can use user's approximate location	for delivering location targeted advertisement	-0.55	B
com.rovio.angrybirdsrio	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.55	B
com.rovio.angrybirdsseasons	ACCESS_COARSE_LOCATION	TARGETED_ADS	can use user's approximate location	for delivering location targeted advertisement	-0.6	C
com.rovio.angrybirdsseasons	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.3684210526315789	B
com.rovio.angrybirdsseasons	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.5	B
com.rovio.angrybirdsspace.ads	ACCESS_COARSE_LOCATION	TARGETED_ADS	can use user's approximate location	for delivering location targeted advertisement	-0.65	C
com.rovio.angrybirdsspace.ads	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.7	C
com.rovio.angrybirdsspace.ads	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.1	A
com.seventeenbullets.android.island	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.6	C
com.seventeenbullets.android.island	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.6	C
com.sgiggle.production	AUTHENTICATE_ACCOUNTS	INTERNAL	can use user's account authentication information (like password) or create new accounts	to manage app account informaiton on users' phone	0.55	N/A
com.sgiggle.production	READ_CONTACTS	INTERNAL	can read user's contact list (phone book) and phone call history	to automatically finds friends in phone book using Tango	0.8421052631578947	N/A
com.sgiggle.production	SEND_SMS	INTERNAL	can send out SMS messages	to allow users to invite friends to use Tango	-0.3684210526315789	B
com.sgiggle.production	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app	1.05	N/A
com.sgiggle.production	ACCESS_FINE_LOCATION	UTILITY	can use user's precise location	for reporting bug to the app developer	0.05	N/A
com.sgiggle.production	ACCESS_FINE_LOCATION	INTERNAL	can use user's precise location	to show people nearby	-0.25	A
com.sgiggle.production	CAMERA	INTERNAL	can use camera or flashlight on the phone	to enable users to make video calls	1.3157894736842106	N/A
com.sgiggle.production	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to identify on which phone users are using	0.15	N/A
com.sgiggle.production	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	to allow users to send voice messages	1.1578947368421053	N/A
com.shazam.android	RECORD_AUDIO	UTILITY	can record audio through microphone on the phone	for speech recognition and text-to-speech capabilities	1.5833333333333333	N/A
com.shazam.android	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.07692307692307693	A
com.shazam.android	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	to capture a brief sample of audio to search for matched songs	1.6923076923076923	N/A
com.shazam.android	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.36363636363636365	B
com.shazam.android	ACCESS_FINE_LOCATION	INTERNAL	can use user's precise location	to recognize music and media playing oround users	0.5	N/A
com.shazam.android	ACCESS_FINE_LOCATION	TARGETED_ADS	can use user's precise location	for delivering location targeted advertisement	-0.375	B
com.shazam.android	AUTHENTICATE_ACCOUNTS	INTERNAL	can use user's account authentication information (like password) or create new accounts	to manage app account informaiton on users' phone	0.6	N/A
com.shazam.android	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	can use user's precise location	for market/customer analysis	-0.4	B
com.shazam.android	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app	1.1818181818181819	N/A
com.sirma.mobile.bible.android	READ_PHONE_STATE	MOBILE_ANALYTICS	can read phone current state information like signal, carrier, device ID and phone number	to identify users for market/customer analysis	-0.6470588235294118	C
com.sirma.mobile.bible.android	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app	0.35294117647058826	N/A
com.sirma.mobile.bible.android	READ_PHONE_STATE	TARGETED_ADS	can read phone current state information like signal, carrier, device ID and phone number	to identify users for delivering targeted advertisement	-0.9411764705882353	D
com.skype.raider	READ_PHONE_STATE	UTILITY	can use user's phone ID or phone number	for connecting to Microsoft online service	0.8333333333333334	N/A
com.skype.raider	READ_CONTACTS	INTERNAL	can read user's contact list (phone book) and phone call history	to enable sync Skype contacts with phone contacts	1.105263157894737	N/A
com.skype.raider	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.058823529411764705	A
com.skype.raider	BLUETOOTH	INTERNAL	can connect to user's Bluetooth devices	to allow users to chat through Bluetooth devices	1.0588235294117647	N/A
com.skype.raider	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app	1.2777777777777777	N/A
com.skype.raider	CAMERA	INTERNAL	can use camera or flashlight on the phone	to enable video chat	1.8333333333333333	N/A
com.skype.raider	AUTHENTICATE_ACCOUNTS	INTERNAL	can use user's account authentication information (like password) or create new accounts	to manage app account informaiton on users' phone	1.1176470588235294	N/A
com.skype.raider	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to identify different phones used by users, usually for security purpose	0.3888888888888889	N/A
com.skype.raider	MANAGE_ACCOUNTS	INTERNAL	can manage user's accounts on the phone	to login Google	1.0526315789473684	N/A
com.skype.raider	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	to allow users to send voice messages	1.3333333333333333	N/A
com.supercell.clashofclans	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.25	A
com.supercell.hayday	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.5	B
com.surpax.ledflashlight.panel	CAMERA	INTERNAL	can use camera or flashlight on the phone	to enable flashlight function	1.4736842105263157	N/A
com.surpax.ledflashlight.panel	READ_PHONE_STATE	MOBILE_ANALYTICS	can read phone current state information like signal, carrier, device ID and phone number	to identify users for market/customer analysis	-0.631578947368421	C
com.surpax.ledflashlight.panel	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.6842105263157895	C
com.surpax.ledflashlight.panel	READ_PHONE_STATE	TARGETED_ADS	can read phone current state information like signal, carrier, device ID and phone number	to identify users for delivering targeted advertisement	-0.21052631578947367	A
com.tencent.mm	MANAGE_ACCOUNTS	INTERNAL	can manage user's accounts on the phone	to login Wechat	0.8947368421052632	N/A
com.tencent.mm	ACCESS_COARSE_LOCATION	INTERNAL	can use user's approximate location	to allow users to send locations to friends and find nearby people	-0.1	A
com.tencent.mm	CAMERA	INTERNAL	can use camera or flashlight on the phone	to enable video chat and make video messages	1.2	N/A
com.tencent.mm	BLUETOOTH	INTERNAL	can connect to user's Bluetooth devices	to allow users to chat through Bluetooth devices	1.35	N/A
com.tencent.mm	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	to allow users to send voice messages	1.1	N/A
com.tencent.mm	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app	0.631578947368421	N/A
com.tencent.mm	ACCESS_FINE_LOCATION	INTERNAL	can use user's precise location	to allow users to send locations to friends and find nearby people	0.05263157894736842	N/A
com.tencent.mm	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to identify on which phone users are using	0.0	N/A
com.tencent.mm	READ_CONTACTS	INTERNAL	can read user's contact list (phone book) and phone call history	to enable sync contacts with phone book	0.6	N/A
com.tencent.mm	AUTHENTICATE_ACCOUNTS	INTERNAL	can use user's account authentication information (like password) or create new accounts	to manage app account informaiton on users' phone	0.8	N/A
com.twitter.android	AUTHENTICATE_ACCOUNTS	INTERNAL	can use user's account authentication information (like password) or create new accounts	to manage app account informaiton on users' phone	0.85	N/A
com.twitter.android	MANAGE_ACCOUNTS	INTERNAL	can manage user's accounts on the phone	to login Twitter	1.3157894736842106	N/A
com.twitter.android	READ_CONTACTS	INTERNAL	can read user's contact list (phone book) and phone call history	to enable find users' contacts to help find friends and suggest users to follow on Twitter	0.3	N/A
com.twitter.android	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	0.25	N/A
com.twitter.android	ACCESS_FINE_LOCATION	INTERNAL	can use user's precise location	to allow users to tag their tweets with locations	0.15	N/A
com.twitter.android	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app	1.1	N/A
com.viber.voip	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	to allow users to send voice messages	1.105263157894737	N/A
com.viber.voip	ACCESS_FINE_LOCATION	INTERNAL	can use user's precise location	to allow users to share locations with friends	0.45	N/A
com.viber.voip	MANAGE_ACCOUNTS	INTERNAL	can manage user's accounts on the phone	to login Viber	1.2222222222222223	N/A
com.viber.voip	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to identify different phones used by users, usually for security purpose	0.15	N/A
com.viber.voip	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app	0.85	N/A
com.viber.voip	BLUETOOTH	INTERNAL	can connect to user's Bluetooth devices	to allow users to chat through Bluetooth devices	1.2	N/A
com.viber.voip	READ_PHONE_STATE	UTILITY	can use user's phone ID or phone number	for reporting bug to the app developer	0.8	N/A
com.viber.voip	READ_CONTACTS	INTERNAL	can read user's contact list (phone book) and phone call history	to enable sync with your phone contacts, automatically detecting which of your contacts have Viber	0.6	N/A
com.vkontakte.android	READ_CONTACTS	INTERNAL	can read user's contact list (phone book) and phone call history	to sync with contacts in phone book	0.4	N/A
com.vkontakte.android	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login this app	0.5	N/A
com.vkontakte.android	READ_CONTACTS	UTILITY	can read user's contact list (phone book) and phone call history	for implementing user interface	-0.15789473684210525	A
com.vkontakte.android	AUTHENTICATE_ACCOUNTS	INTERNAL	can use user's account authentication information (like password) or create new accounts	to manage app account informaiton on users' phone	0.65	N/A
com.vkontakte.android	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	when recording videos and allow users to send audio message	0.75	N/A
com.vkontakte.android	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to identify different phones used by users, usually for security purpos	-0.3157894736842105	B
com.vkontakte.android	READ_PHONE_STATE	UTILITY	can use user's phone ID or phone number	for reporting bug to the app developer	0.2631578947368421	N/A
com.vkontakte.android	MANAGE_ACCOUNTS	INTERNAL	can manage user's accounts on the phone	to login VK	0.6470588235294118	N/A
com.vkontakte.android	CAMERA	INTERNAL	can use camera or flashlight on the phone	to allow users to take and send video or photos	0.95	N/A
com.waze	READ_CONTACTS	INTERNAL	can read user's contact list (phone book) and phone call history	to enable you navigate to address of friends in phone book or call them	0.05263157894736842	N/A
com.waze	ACCESS_FINE_LOCATION	INTERNAL	can use user's precise location	to show users current locations	1.263157894736842	N/A
com.waze	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	to allow users to attach a audio clip to road repots	0.631578947368421	N/A
com.whatsapp	SEND_SMS	INTERNAL	can send out SMS messages	for inviting friends to join WhatsApp	0.1	N/A
com.whatsapp	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	for sending voice note	1.4	N/A
com.whatsapp	CAMERA	INTERNAL	can use camera or flashlight on the phone	for easily taking photos and sending to friends	1.35	N/A
com.whatsapp	ACCESS_FINE_LOCATION	INTERNAL	can use user's precise location	to allow users to share current location	0.0	N/A
com.whatsapp	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login WhatsApp	0.75	N/A
com.whatsapp	AUTHENTICATE_ACCOUNTS	INTERNAL	can use user's account authentication information (like password) or create new accounts	to manage app account informaiton on users' phone	1.05	N/A
com.whatsapp	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to identify different phones used by users, usually for security purpose	0.2	N/A
com.whatsapp	READ_CONTACTS	INTERNAL	can read user's contact list (phone book)	to connect with people who already uses Whatsapp in your contact list.	0.8	N/A
com.wooga.diamonddash	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.55	B
com.wooga.diamonddash	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app with Facebook accounts	0.15	N/A
com.yahoo.mobile.client.android.mail	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to identify users to offer extended services and/or functionality	-0.1	A
com.yahoo.mobile.client.android.mail	READ_CONTACTS	INTERNAL	can read user's contact list (phone book) and phone call history	to enable sync contacs with phone book	0.55	N/A
com.yahoo.mobile.client.android.mail	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app	1.15	N/A
com.yahoo.mobile.client.android.mail	AUTHENTICATE_ACCOUNTS	INTERNAL	can use user's account authentication information (like password) or create new accounts	to manage app account informaiton on users' phone	1.1	N/A
com.yahoo.mobile.client.android.mail	MANAGE_ACCOUNTS	INTERNAL	can manage user's accounts on the phone	to login Yahoo mail	1.4	N/A
com.zynga.words	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	can use user's precise location	for market/customer analysis	-0.75	D
com.zynga.words	READ_CONTACTS	INTERNAL	can read user's contact list (phone book) and phone call history	to find other friends from phone book who also play this game	-0.15789473684210525	A
com.zynga.words	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.15	A
com.zynga.words	ACCESS_FINE_LOCATION	TARGETED_ADS	can use user's precise location	for delivering location targeted advertisement	-0.85	D
com.zynga.words	SEND_SMS	INTERNAL	can send out SMS messages	for inviting friends to play this game	-0.15	A
com.zynga.words	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app	0.9	N/A
com.zynga.words	AUTHENTICATE_ACCOUNTS	INTERNAL	can use user's account authentication information (like password) or create new accounts	to manage app account informaiton on users' phone	1.0	N/A
com.zynga.words	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.45	B
com.zynga.words	ACCESS_FINE_LOCATION	INTERNAL	can use user's precise location	to allow users to compare scores to other players around	-0.7368421052631579	C
goldenshorestechnologies.brightestflashlight.free	ACCESS_FINE_LOCATION	TARGETED_ADS	can use user's precise location	for delivering location targeted advertisement	-0.9473684210526315	D
goldenshorestechnologies.brightestflashlight.free	CAMERA	INTERNAL	can use camera or flashlight on the phone	to enable the flashlight function	1.5789473684210527	N/A
jp.naver.line.android	READ_CONTACTS	INTERNAL	can read user's contact list (phone book) and phone call history	to find other friends from phone book who also use Line	0.10526315789473684	N/A
jp.naver.line.android	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app	0.9473684210526315	N/A
jp.naver.line.android	ACCESS_FINE_LOCATION	INTERNAL	can use user's precise location	to allow users to share locations with friends	-0.2	A
jp.naver.line.android	ACCESS_COARSE_LOCATION	INTERNAL	can use user's approximate location	to allow users to share locations with friends	0.55	N/A
jp.naver.line.android	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to identify different phones used by users, usually for security purpose	0.05	N/A
jp.naver.line.android	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	to allow users to send voice messages	1.45	N/A
logos.quiz.companies.game	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.7	C
logos.quiz.companies.game	READ_PHONE_STATE	TARGETED_ADS	can use user's phone ID or phone number	to identify users for delivering targeted advertisement	-0.95	D
me.pou.app	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	to allow users to talk with their pets	0.95	N/A
me.pou.app	BLUETOOTH	INTERNAL	can connect to user's Bluetooth devices	to allow users' pets to play with others' pets through Bluetooth	0.75	N/A
net.zedge.android	READ_CONTACTS	UTILITY	can read user's contact list (phone book) and phone call history	for implementing user interface	-0.75	D
org.mozilla.firefox	AUTHENTICATE_ACCOUNTS	INTERNAL	can use user's account authentication information (like password) or create new accounts	to manage app account informaiton on users' phone	0.95	N/A
org.mozilla.firefox	CAMERA	INTERNAL	can use camera or flashlight on the phone	to allow web pages access your camera through Firefox	0.2	N/A
org.mozilla.firefox	GET_ACCOUNTS	INTERNAL	can use user's accounts information stored on the phone	to login the app	1.15	N/A
org.mozilla.firefox	ACCESS_FINE_LOCATION	INTERNAL	can use user's precise location	in order to provide location information to web sites which request it	0.0	N/A
vStudio.Android.Camera360	READ_PHONE_STATE	SNS	can use user's phone ID or phone number	to log in social network sites like Facebook	0.3333333333333333	N/A
vStudio.Android.Camera360	READ_PHONE_STATE	INTERNAL	can read phone current state information like signal, carrier, device ID and phone number	to log system information when app is running for analytics or development purpose	-0.5263157894736842	B
vStudio.Android.Camera360	ACCESS_FINE_LOCATION	SEARCH_ENGINE	can use user's precise location	to enable location tagging feature	0.631578947368421	N/A
vStudio.Android.Camera360	RECORD_AUDIO	INTERNAL	can record audio through microphone on the phone	to allow users to capture audio along with photos	0.7894736842105263	N/A
vStudio.Android.Camera360	READ_PHONE_STATE	MOBILE_ANALYTICS	can use user's phone ID or phone number	to identify users for market/customer analysis	-0.6666666666666666	C
vStudio.Android.Camera360	ACCESS_FINE_LOCATION	SNS	can use user's precise location	for tagging location informaiton when users share the app content to social network sites like Facebook and Twitter	0.47368421052631576	N/A
vStudio.Android.Camera360	READ_PHONE_STATE	SEARCH_ENGINE	can use user's phone ID or phone number	for unkown reasons	-1.2777777777777777	D
vStudio.Android.Camera360	ACCESS_COARSE_LOCATION	SEARCH_ENGINE	can use user's approximate location	to enable location tagging feature	0.8333333333333334	N/A
vStudio.Android.Camera360	ACCESS_FINE_LOCATION	INTERNAL	can use user's precise location	to allow users to tag photos with locations	0.15789473684210525	N/A
vStudio.Android.Camera360	ACCESS_COARSE_LOCATION	SNS	can use user's approximate location	for tagging location informaiton when users share the app content to social network sites like Facebook and Twitter	0.7368421052631579	N/A
vStudio.Android.Camera360	ACCESS_FINE_LOCATION	MOBILE_ANALYTICS	can use user's precise location	for market/customer analysis	-0.5882352941176471	C
